Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Days_To_FNOL,Days_To_Settlement,Estimated_Claim_Amount_winsor,Estimated_Claim_Amount_log1p,Ultimate_Claim_Amount_winsor,Ultimate_Claim_Amount_log1p,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band,tp_count,has_third_party,TP_Injury_Severity_code_mean,TP_Injury_Severity_code_max
CLM34433,POL12141,2020-08-30,2020-08-30,Vandalism,Low,False,False,3362,2902.0,Moderate,2020-10-23,settled,0,54.0,3362.0,8.12058871174027,2902.0,7.97349996402463,CUST22141,53,Female,Employed,Bristol,17438,35,Sedan,17,Excellent,0,0,,
CLM34434,POL11410,2020-02-26,2020-02-26,Collision,Low,False,False,1491,907.0,Minor,2020-05-15,settled,0,79.0,1491.0,7.307872780763706,907.0,6.811244378601294,CUST21410,21,Female,Student,Glasgow,13561,3,Sedan,12,Fair,0,0,,
CLM34435,POL14680,2019-11-17,2019-11-17,Vandalism,Low,False,True,1084,897.0,Minor,2019-12-24,settled,0,37.0,1084.0,6.98933526597456,897.0,6.8001700683022,CUST24680,49,Male,Student,Birmingham,13539,28,Hatchback,12,Excellent,0,0,,
CLM34436,POL10547,2023-01-22,2023-01-22,Collision,Low,False,False,3793,2623.0,Moderate,2023-03-16,settled,0,53.0,3793.0,8.24117615049496,2623.0,7.8724551500639794,CUST20547,69,Female,Unemployed,Birmingham,5047,50,Sedan,12,Good,1,1,2.0,2.0
CLM34437,POL12991,2025-06-13,2025-07-13,Collision,Medium,False,False,10105,7698.0,Major,2025-10-07,settled,30,86.0,10105.0,9.220884585851854,7698.0,8.94884572927805,CUST22991,30,Male,Student,Bristol,10600,10,Sedan,17,Excellent,0,0,,
CLM34438,POL13078,2025-07-06,2025-07-09,Collision,Low,False,False,1912,1158.0,Minor,2025-08-23,settled,3,45.0,1912.0,7.556427969440253,1158.0,7.055312843339752,CUST23078,51,Female,Retired,Cardiff,12619,32,Hatchback,8,Excellent,1,1,2.0,2.0
CLM34439,POL13348,2022-04-29,2022-05-04,Collision,Low,False,False,1666,1071.0,Minor,2022-06-14,settled,5,41.0,1666.0,7.418780882750794,1071.0,6.977281341630747,CUST23348,44,Female,Employed,Leeds,10383,22,Hatchback,3,Excellent,0,0,,
CLM34440,POL11308,2024-05-14,2024-05-14,Other,Low,False,False,3066,1670.0,Minor,2024-08-02,settled,0,80.0,3066.0,8.028455164114252,1670.0,7.421177528595393,CUST21308,78,Male,Retired,Birmingham,15637,58,SUV,7,Good,1,1,1.0,1.0
CLM34441,POL13003,2023-01-11,2023-01-12,Weather,Low,False,False,8159,5431.0,Moderate,2023-03-12,settled,1,59.0,8159.0,9.006999447958153,5431.0,8.600062669238532,CUST23003,56,Male,Retired,Liverpool,13894,35,Hatchback,8,Excellent,2,1,1.0,1.0
CLM34442,POL13471,2023-05-30,2023-06-04,Collision,Medium,False,False,7247,4711.0,Moderate,2023-10-29,settled,5,147.0,7247.0,8.888480847722816,4711.0,8.457867725331422,CUST23471,31,Female,Employed,Newcastle,10485,11,Sedan,6,Good,0,0,,
CLM34443,POL10915,2025-07-18,2025-07-21,Weather,Medium,False,False,62410,53682.0,Severe,2025-11-07,settled,3,109.0,62410.0,11.041496820872947,53682.0,10.890851656820173,CUST20915,68,Female,Retired,Bristol,6441,47,Coupe,18,Fair,1,1,2.0,2.0
CLM34444,POL12723,2021-07-01,2021-07-01,Collision,Low,False,False,1479,1318.0,Minor,2021-08-27,settled,0,57.0,1479.0,7.299797366758161,1318.0,7.1846291527173145,CUST22723,38,Female,Employed,Liverpool,9302,19,Hatchback,18,Poor,1,1,1.0,1.0
CLM34445,POL11255,2021-10-13,2021-10-13,Theft,Low,False,False,4587,3198.0,Minor,2021-11-25,settled,0,43.0,4587.0,8.431199478249262,3198.0,8.070593539949519,CUST21255,47,Male,Employed,Cardiff,15231,25,Hatchback,2,Fair,0,0,,
CLM34446,POL12460,2023-03-06,2023-03-06,Collision,Low,False,False,13566,11446.0,Major,2023-06-01,settled,0,87.0,13566.0,9.515395652485308,11446.0,9.345482965918476,CUST22460,18,Male,Student,Leeds,10189,0,Motorcycle,12,Excellent,0,0,,
CLM34447,POL10317,2022-07-24,2022-07-24,Vandalism,Low,False,False,5350,4785.0,Moderate,2022-09-08,settled,0,46.0,5350.0,8.585038738311304,4785.0,8.47345026846832,CUST20317,54,Male,Retired,Glasgow,18394,35,Coupe,16,Excellent,0,0,,
CLM34448,POL10303,2022-01-05,2022-01-07,Fire,Low,False,False,45480,40805.0,Moderate,2022-02-20,settled,2,44.0,45480.0,10.725049935309642,40805.0,10.616584408403694,CUST20303,50,Male,Self-Employed,Edinburgh,9162,28,Sedan,13,Excellent,0,0,,
CLM34449,POL14621,2023-10-17,2023-10-20,Theft,Medium,False,False,11722,7142.0,Moderate,2024-02-21,settled,3,124.0,11722.0,9.369308003071827,7142.0,8.873888135154973,CUST24621,25,Male,Employed,Bristol,18141,6,Hatchback,15,Good,0,0,,
CLM34451,POL14109,2020-04-06,2020-04-06,Other,Medium,False,False,7181,6793.0,Moderate,2020-09-30,settled,0,177.0,7181.0,8.879333174786028,6793.0,8.82379514872053,CUST24109,18,Male,Student,Manchester,16356,0,Coupe,9,Poor,1,1,1.0,1.0
CLM34452,POL10871,2023-05-06,2023-05-07,Weather,High,False,False,19376,15492.0,Major,2024-05-25,settled,1,384.0,19376.0,9.871842074700583,15492.0,9.648143587996293,CUST20871,46,Male,Employed,Edinburgh,10497,26,Coupe,11,Good,1,1,1.0,1.0
CLM34453,POL12107,2025-06-21,2025-06-21,Theft,Low,False,False,4877,3792.0,Minor,2025-08-31,settled,0,71.0,4877.0,8.492490578775866,3792.0,8.2409125416889,CUST22107,38,Male,Employed,Bristol,10875,19,Coupe,5,Fair,0,0,,
CLM34454,POL11287,2024-06-17,2024-06-23,Collision,Low,False,False,2628,1908.0,Minor,2024-08-06,settled,6,44.0,2628.0,7.874358824729881,1908.0,7.554334823725748,CUST21287,19,Female,Student,Cardiff,8658,0,Hatchback,0,Fair,1,1,1.0,1.0
CLM34455,POL12696,2022-01-25,2022-01-26,Collision,Medium,False,False,2377,2013.0,Minor,2022-04-24,settled,1,88.0,2377.0,7.774015077250727,2013.0,7.607878073278507,CUST22696,43,Female,Employed,Birmingham,13768,25,Hatchback,20,Good,0,0,,
CLM34456,POL13830,2024-11-09,2024-11-10,Fire,Medium,False,False,275407,259741.0,Severe,2025-06-26,settled,1,228.0,172096.3800000004,12.055815758376605,174837.80000000037,12.071619685535717,CUST23830,73,Male,Self-Employed,Liverpool,12175,52,SUV,11,Good,1,1,1.0,1.0
CLM34457,POL12779,2022-03-27,2022-03-27,Theft,Low,False,False,13210,12348.0,Moderate,2022-05-30,settled,0,64.0,13210.0,9.488805094878353,12348.0,9.421330367117822,CUST22779,36,Male,Self-Employed,Birmingham,8099,14,Hatchback,13,Excellent,0,0,,
CLM34458,POL10783,2024-12-03,2024-12-05,Collision,Low,False,False,1401,1176.0,Minor,2025-01-17,settled,2,43.0,1401.0,7.2456550675945355,1176.0,7.0707241072602764,CUST20783,42,Female,Self-Employed,Edinburgh,10785,24,Sedan,0,Good,0,0,,
CLM34459,POL10981,2021-02-25,2021-02-26,Collision,Medium,False,False,14650,12363.0,Major,2021-06-28,settled,1,122.0,14650.0,9.592263871501313,12363.0,9.422544303252007,CUST20981,67,Female,Retired,Manchester,17086,45,Sedan,14,Excellent,0,0,,
CLM34460,POL14165,2020-12-19,2020-12-21,Collision,Medium,False,True,17498,16299.0,Major,2021-06-09,settled,2,170.0,17498.0,9.769899015421748,16299.0,9.698920386794853,CUST24165,27,Female,Employed,London,12254,6,Coupe,0,Excellent,1,1,2.0,2.0
CLM34461,POL11781,2021-01-24,2021-01-26,Weather,Medium,False,False,29818,25856.0,Major,2021-08-05,settled,2,191.0,29818.0,10.302901053215857,25856.0,10.16033663631551,CUST21781,73,Female,Unemployed,Newcastle,12803,54,Van,0,Excellent,0,0,,
CLM34462,POL10260,2021-12-22,2021-12-25,Theft,Low,False,False,11524,7004.0,Moderate,2022-03-20,settled,3,85.0,11524.0,9.352273867864849,7004.0,8.854379458771108,CUST20260,71,Male,Retired,Bristol,11914,51,Sedan,10,Excellent,0,0,,
CLM34463,POL10884,2022-08-03,2022-08-03,Collision,Low,False,False,1732,1175.0,Minor,2022-10-08,settled,0,66.0,1732.0,7.457609289715606,1175.0,7.069874128458572,CUST20884,77,Male,Retired,Leeds,12670,55,Hatchback,19,Good,0,0,,
CLM34464,POL13248,2020-03-15,2020-03-15,Collision,Low,False,False,2254,1657.0,Minor,2020-05-31,settled,0,77.0,2254.0,7.720905251936779,1657.0,7.4133673356952405,CUST23248,21,Female,Student,Edinburgh,23143,2,Motorcycle,8,Fair,0,0,,
CLM34465,POL14336,2020-09-16,2020-09-16,Weather,Low,False,False,1945,1498.0,Minor,2020-11-22,settled,0,67.0,1945.0,7.57353126274595,1498.0,7.312553498102598,CUST24336,24,Female,Student,Liverpool,15628,2,Sedan,9,Excellent,0,0,,
CLM34466,POL11623,2024-05-13,2024-05-19,Collision,Low,True,False,2278,1974.0,Minor,2024-06-20,settled,6,32.0,2278.0,7.731492029245684,1974.0,7.5883236773352225,CUST21623,33,Male,Employed,London,8405,12,Sedan,17,Good,0,0,,
CLM34467,POL11361,2024-10-19,2024-10-23,Other,Medium,False,False,6877,6384.0,Moderate,2025-04-15,settled,4,174.0,6877.0,8.83608319099221,6384.0,8.76170676846664,CUST21361,53,Male,Retired,Edinburgh,20742,33,Van,1,Excellent,2,1,1.0,1.0
CLM34469,POL13192,2020-01-04,2020-01-07,Collision,Medium,False,False,11925,11140.0,Major,2020-07-23,settled,3,198.0,11925.0,9.386476169683052,11140.0,9.318387276059317,CUST23192,36,Female,Employed,Edinburgh,14500,17,Coupe,7,Excellent,1,1,1.0,1.0
CLM34470,POL10352,2022-08-31,2022-08-31,Collision,Medium,False,True,9379,9365.0,Major,2022-12-16,settled,0,107.0,9379.0,9.14633504200027,9365.0,9.144841389743487,CUST20352,52,Male,Unemployed,Bristol,21650,30,Hatchback,3,Excellent,0,0,,
CLM34471,POL12323,2025-01-08,2025-01-08,Collision,Low,False,False,32310,27913.0,Severe,2025-04-29,settled,0,111.0,32310.0,10.383163008509824,27913.0,10.23688363406859,CUST22323,49,Male,Employed,Edinburgh,12976,29,Sedan,20,Fair,1,1,1.0,1.0
CLM34472,POL14126,2024-02-07,2024-02-09,Collision,Low,False,False,1973,1215.0,Moderate,2024-04-15,settled,2,66.0,1973.0,7.587817219993427,1215.0,7.103322062526113,CUST24126,29,Female,Employed,London,14385,8,Coupe,4,Good,1,1,1.0,1.0
CLM34473,POL12041,2025-04-02,2025-04-06,Collision,Low,False,False,1116,923.0,Minor,2025-05-15,settled,4,39.0,1116.0,7.018401799069201,923.0,6.828712071641684,CUST22041,34,Male,Unemployed,Newcastle,20922,14,Hatchback,13,Poor,0,0,,
CLM34474,POL12509,2025-02-11,2025-02-12,Collision,Low,False,False,6606,5063.0,Moderate,2025-05-14,settled,1,91.0,6606.0,8.795884972029885,5063.0,8.529911963824013,CUST22509,52,Male,Self-Employed,Birmingham,10460,30,Hatchback,2,Excellent,0,0,,
CLM34475,POL11972,2023-05-25,2023-05-25,Vandalism,Low,True,False,2411,1958.0,Moderate,2023-07-05,settled,0,41.0,2411.0,7.788211557847076,1958.0,7.580189417944541,CUST21972,43,Male,Employed,Cardiff,12080,25,Hatchback,20,Good,0,0,,
CLM34477,POL14972,2021-12-03,2021-12-06,Collision,Low,False,False,5927,3948.0,Moderate,2022-01-21,settled,3,46.0,5927.0,8.687442166975924,3948.0,8.28121766128665,CUST24972,41,Male,Self-Employed,Manchester,16096,22,SUV,20,Good,0,0,,
CLM34478,POL12526,2023-06-15,2023-06-19,Collision,Low,False,False,655,425.0,Minor,2023-08-27,settled,4,69.0,985.98,6.894649775803657,632.0,6.450470422144176,CUST22526,55,Male,Employed,Edinburgh,9796,35,SUV,15,Good,1,1,2.0,2.0
CLM34479,POL13695,2018-11-10,2018-11-12,Other,Low,False,False,5354,3704.0,Moderate,2019-02-14,settled,2,94.0,5354.0,8.585785982881848,3704.0,8.217438537730187,CUST23695,72,Female,Retired,Leeds,13607,51,SUV,17,Excellent,0,0,,
CLM34481,POL10529,2019-11-29,2019-11-29,Collision,Low,False,False,1593,1200.0,Minor,2020-02-03,settled,0,66.0,1593.0,7.374001859350161,1200.0,7.0909098220799835,CUST20529,43,Male,Self-Employed,London,13701,25,Hatchback,0,Good,0,0,,
CLM34482,POL10505,2018-12-31,2019-01-01,Collision,Low,False,False,1737,1262.0,Minor,2019-03-17,settled,1,75.0,1737.0,7.460490305825338,1262.0,7.141245122350491,CUST20505,32,Male,Employed,Newcastle,10844,12,Sedan,15,Excellent,2,1,2.0,2.0
CLM34483,POL10936,2022-12-27,2022-12-29,Collision,Low,False,False,1027,704.0,Minor,2023-02-13,settled,2,46.0,1027.0,6.93537044601511,704.0,6.558197802812269,CUST20936,61,Female,Self-Employed,London,11378,43,Van,14,Excellent,0,0,,
CLM34484,POL13175,2020-05-06,2020-05-06,Collision,Low,False,False,2214,1869.0,Minor,2020-06-15,settled,0,40.0,2214.0,7.703007682479236,1869.0,7.533693709848633,CUST23175,62,Female,Employed,Edinburgh,7361,43,SUV,14,Fair,0,0,,
CLM34486,POL11497,2019-05-08,2019-05-12,Collision,Medium,False,False,4053,3277.0,Moderate,2019-10-21,settled,4,162.0,4053.0,8.307459327011946,3277.0,8.094988759303774,CUST21497,73,Male,Unemployed,Bristol,13177,51,Coupe,14,Good,0,0,,
CLM34487,POL13514,2020-12-15,2020-12-19,Weather,Low,False,False,16308,13722.0,Major,2021-03-04,settled,4,75.0,16308.0,9.699472381656918,13722.0,9.526828536269633,CUST23514,58,Male,Employed,Manchester,14978,38,Hatchback,3,Good,0,0,,
CLM34488,POL12313,2021-09-16,2021-09-16,Collision,Medium,False,False,16726,13339.0,Major,2021-12-19,settled,0,94.0,16726.0,9.724779459312009,13339.0,9.498522319469615,CUST22313,74,Female,Retired,Leeds,9427,52,Hatchback,7,Excellent,1,1,1.0,1.0
CLM34489,POL11604,2020-07-09,2020-07-09,Fire,Medium,False,False,412918,448062.0,Catastrophic,2020-12-21,settled,0,165.0,172096.3800000004,12.055815758376605,174837.80000000037,12.071619685535717,CUST21604,29,Female,Employed,Bristol,11016,8,Hatchback,3,Good,0,0,,
CLM34491,POL13815,2021-07-11,2021-07-12,Vandalism,Low,False,False,2659,1709.0,Moderate,2021-10-09,settled,1,89.0,2659.0,7.886081401775745,1709.0,7.444248649496705,CUST23815,45,Female,Employed,London,10609,23,Sedan,14,Fair,0,0,,
CLM34492,POL13707,2020-05-10,2020-05-10,Fire,Medium,False,False,118122,99815.0,Major,2020-10-07,settled,0,150.0,118122.0,11.679481733435779,99815.0,11.511083770090858,CUST23707,28,Male,Employed,Manchester,13698,10,Van,9,Excellent,1,1,1.0,1.0
CLM34493,POL10349,2019-05-31,2019-06-02,Other,High,False,False,138691,146396.0,Catastrophic,2020-05-05,settled,2,338.0,138691.0,11.840010926196776,146396.0,11.89407738849611,CUST20349,24,Female,Self-Employed,Bristol,14292,3,Sedan,7,Good,1,1,1.0,1.0
CLM34494,POL10607,2022-01-09,2022-01-13,Fire,Low,True,False,19486,12237.0,Minor,2022-02-28,settled,4,46.0,19486.0,9.877502855564135,12237.0,9.412301144022486,CUST20607,61,Male,Employed,Edinburgh,12291,39,SUV,3,Good,0,0,,
CLM34495,POL10026,2021-01-01,2021-01-02,Collision,Low,False,False,4677,3539.0,Moderate,2021-03-05,settled,1,62.0,4677.0,8.450625947144124,3539.0,8.17188200612782,CUST20026,57,Female,Self-Employed,Cardiff,12699,37,SUV,8,Excellent,0,0,,
CLM34496,POL14664,2024-10-13,2024-10-14,Collision,Medium,False,False,27112,27629.0,Severe,2025-03-17,settled,1,154.0,27112.0,10.207768596643277,27629.0,10.226657417917462,CUST24664,34,Male,Self-Employed,Liverpool,10460,16,Hatchback,9,Excellent,0,0,,
CLM34497,POL12750,2019-01-29,2019-02-01,Collision,Low,False,False,2256,1326.0,Minor,2019-04-26,settled,3,84.0,2256.0,7.721791776817535,1326.0,7.190676034332207,CUST22750,58,Male,Employed,Edinburgh,9349,40,Sedan,10,Excellent,0,0,,
CLM34498,POL14810,2022-09-27,2022-09-27,Vandalism,Low,False,False,7644,5919.0,Major,2023-01-22,settled,0,117.0,7644.0,8.941807118363164,5919.0,8.68609172787805,CUST24810,46,Male,Self-Employed,Manchester,15938,24,Hatchback,14,Good,1,1,1.0,1.0
CLM34500,POL13917,2019-11-12,2019-11-15,Theft,Medium,False,False,33935,25599.0,Major,2020-04-21,settled,3,158.0,33935.0,10.432231676804463,25599.0,10.150347630467653,CUST23917,60,Female,Self-Employed,Birmingham,12804,42,Van,7,Excellent,1,1,2.0,2.0
CLM34501,POL13504,2025-08-16,2025-08-20,Other,Medium,False,False,18008,13482.0,Major,2025-12-18,settled,4,120.0,18008.0,9.798626911919953,13482.0,9.509184911634074,CUST23504,77,Male,Retired,Leeds,15443,57,Sedan,7,Excellent,0,0,,
CLM34502,POL12558,2025-01-06,2025-01-06,Weather,Low,False,False,3527,2708.0,Minor,2025-03-15,settled,0,68.0,3527.0,8.168486417126681,2708.0,7.904334842085095,CUST22558,60,Male,Retired,Glasgow,7435,38,Coupe,7,Fair,0,0,,
CLM34503,POL13438,2021-03-25,2021-03-25,Collision,Low,False,True,10626,7879.0,Major,2021-06-04,settled,0,71.0,10626.0,9.271153211372695,7879.0,8.972083182851925,CUST23438,67,Male,Unemployed,Cardiff,5448,48,Hatchback,0,Fair,0,0,,
CLM34504,POL13921,2025-01-03,2025-01-05,Fire,Medium,False,True,92562,78983.0,Major,2025-04-09,settled,2,94.0,92562.0,11.435644772751136,78983.0,11.277000579291286,CUST23921,70,Female,Retired,Glasgow,6677,52,SUV,0,Good,0,0,,
CLM34505,POL12708,2023-01-28,2023-01-28,Collision,Medium,False,False,3887,3241.0,Moderate,2023-04-21,settled,0,83.0,3887.0,8.265650165580329,3241.0,8.08394570229562,CUST22708,57,Female,Employed,Bristol,10467,36,SUV,19,Good,1,1,1.0,1.0
CLM34506,POL12265,2021-05-19,2021-05-21,Collision,Low,False,False,1736,1324.0,Minor,2021-07-15,settled,2,55.0,1736.0,7.459914766241105,1324.0,7.1891677384203225,CUST22265,79,Male,Retired,Cardiff,16360,59,SUV,14,Good,1,1,1.0,1.0
CLM34507,POL12541,2024-06-11,2024-06-11,Collision,Medium,False,False,6355,3870.0,Moderate,2024-10-04,settled,0,115.0,6355.0,8.757154527656606,3870.0,8.261268150577648,CUST22541,30,Female,Employed,Edinburgh,7388,11,SUV,6,Good,0,0,,
CLM34508,POL11673,2021-12-10,2021-12-10,Collision,Medium,False,False,4764,6799.0,Moderate,2022-04-11,settled,0,122.0,4764.0,8.469052816088302,6799.0,8.824677891164198,CUST21673,61,Female,Self-Employed,Birmingham,8797,42,Motorcycle,9,Excellent,0,0,,
CLM34509,POL14154,2019-03-30,2019-03-30,Collision,Low,False,False,1483,808.0,Minor,2019-05-14,settled,0,45.0,1483.0,7.302496423727326,808.0,6.695798917058491,CUST24154,73,Female,Retired,Birmingham,12572,53,Motorcycle,3,Good,0,0,,
CLM34510,POL14010,2022-12-29,2022-12-29,Theft,Low,False,False,14493,10355.0,Moderate,2023-02-11,settled,0,44.0,14493.0,9.581490049669227,10355.0,9.245321340871428,CUST24010,72,Male,Retired,Cardiff,9147,52,Sedan,14,Poor,0,0,,
CLM34511,POL13525,2023-01-23,2023-01-24,Weather,Low,False,False,18094,12747.0,Major,2023-03-28,settled,1,63.0,18094.0,9.803390935997843,12747.0,9.453129675537227,CUST23525,22,Male,Student,Leeds,6643,2,Hatchback,8,Excellent,0,0,,
CLM34512,POL12696,2023-05-22,2023-05-23,Collision,Medium,False,False,51568,51246.0,Severe,2023-11-09,settled,1,170.0,51568.0,10.850675995738127,51246.0,10.844412358701955,CUST22696,43,Female,Employed,Birmingham,13768,25,Hatchback,20,Good,0,0,,
CLM34513,POL11302,2022-03-22,2022-03-28,Theft,Medium,False,False,8419,7367.0,Moderate,2022-08-04,settled,6,129.0,8419.0,9.038365107236372,7367.0,8.904901577935142,CUST21302,46,Female,Employed,London,13817,28,Hatchback,7,Good,0,0,,
CLM34514,POL12512,2024-11-27,2024-11-27,Collision,High,False,False,110156,96601.0,Catastrophic,2026-03-18,settled,0,476.0,110156.0,11.60966189991624,96601.0,11.478354723920033,CUST22512,33,Female,Self-Employed,Manchester,16389,13,Coupe,16,Excellent,1,1,1.0,1.0
CLM34515,POL10688,2019-04-27,2019-04-27,Collision,Low,False,False,2189,1615.0,Minor,2019-05-31,settled,0,34.0,2189.0,7.691656822810547,1615.0,7.38770923908104,CUST20688,69,Male,Retired,Leeds,16566,50,Hatchback,8,Excellent,0,0,,
CLM34516,POL14944,2018-11-11,2018-11-13,Weather,Low,False,False,3109,2551.0,Minor,2019-01-14,settled,2,62.0,3109.0,8.04237800517328,2551.0,7.844632644464681,CUST24944,35,Male,Employed,Birmingham,4487,16,Sedan,11,Fair,1,1,1.0,1.0
CLM34517,POL10196,2021-07-14,2021-07-16,Collision,Low,False,False,1680,966.0,Minor,2021-09-20,settled,2,66.0,1680.0,7.427144133408616,966.0,6.874198495453294,CUST20196,44,Male,Self-Employed,Birmingham,8684,25,Hatchback,12,Good,0,0,,
CLM34518,POL11194,2020-12-28,2021-01-03,Collision,Low,False,False,1237,900.0,Minor,2021-03-02,settled,6,58.0,1237.0,7.121252453244542,900.0,6.803505257608338,CUST21194,77,Male,Retired,London,3574,55,Sedan,6,Good,0,0,,
CLM34519,POL12281,2025-09-03,2025-09-07,Collision,Low,False,True,42592,35276.0,Severe,2026-01-12,settled,4,127.0,42592.0,10.659445199506749,35276.0,10.470986472491525,CUST22281,55,Male,Retired,Bristol,10531,33,Sedan,13,Fair,0,0,,
CLM34520,POL10642,2023-09-07,2023-09-09,Weather,Low,False,False,7886,6775.0,Moderate,2023-10-20,settled,2,41.0,7886.0,8.97297111339799,6775.0,8.821142236331891,CUST20642,37,Female,Employed,Cardiff,11965,16,Sedan,18,Excellent,0,0,,
CLM34522,POL11645,2022-11-03,2022-11-03,Collision,Low,False,False,6755,5928.0,Moderate,2023-01-30,settled,0,88.0,6755.0,8.81818627792769,5928.0,8.687610843707368,CUST21645,56,Female,Self-Employed,Bristol,10980,37,SUV,2,Good,1,1,1.0,1.0
CLM34523,POL13710,2025-04-25,2025-04-27,Collision,Low,False,False,3214,1665.0,Minor,2025-07-25,settled,2,89.0,3214.0,8.07558263667172,1665.0,7.418180822726788,CUST23710,50,Male,Employed,Cardiff,9530,30,Hatchback,12,Poor,0,0,,
CLM34524,POL10729,2024-11-04,2024-11-07,Collision,Low,False,False,6810,5020.0,Moderate,2025-02-07,settled,3,92.0,6810.0,8.826294231241318,5020.0,8.521384396034705,CUST20729,66,Male,Unemployed,London,11775,46,Hatchback,13,Fair,1,1,1.0,1.0
CLM34525,POL13429,2025-06-25,2025-06-26,Collision,Medium,False,False,23496,23948.0,Severe,2026-01-16,settled,1,204.0,23496.0,10.064628032408605,23948.0,10.083681848313908,CUST23429,44,Male,Self-Employed,Glasgow,10234,26,Sedan,17,Poor,0,0,,
CLM34526,POL12335,2020-12-01,2020-12-08,Collision,Low,False,False,2303,1468.0,Minor,2021-01-13,settled,7,36.0,2303.0,7.742402021815782,1468.0,7.292337176173877,CUST22335,58,Female,Retired,Bristol,10040,37,SUV,2,Excellent,2,1,1.0,1.0
CLM34527,POL11111,2020-11-19,2020-11-24,Other,Low,True,False,10434,8440.0,Major,2021-03-06,settled,5,102.0,10434.0,9.252920819511301,8440.0,9.04085606398372,CUST21111,56,Male,Employed,London,11517,36,Coupe,9,Good,1,1,1.0,1.0
CLM34528,POL12837,2022-01-05,2022-01-07,Collision,Medium,True,False,2287,1801.0,Minor,2022-03-18,settled,2,70.0,2287.0,7.7354333524996886,1801.0,7.496652438168283,CUST22837,18,Male,Student,Leeds,11781,0,Hatchback,19,Excellent,0,0,,
CLM34529,POL14091,2023-10-01,2023-10-02,Fire,Low,False,True,32167,26008.0,Moderate,2023-12-02,settled,1,61.0,32167.0,10.37872744857711,26008.0,10.166197910952352,CUST24091,70,Male,Retired,Cardiff,8698,49,Sedan,19,Good,2,1,1.0,1.0
CLM34530,POL12442,2020-09-14,2020-09-19,Collision,Medium,False,False,22887,18954.0,Severe,2021-02-13,settled,5,147.0,22887.0,10.038368034729945,18954.0,9.849823027950436,CUST22442,78,Male,Retired,Newcastle,14579,60,Hatchback,3,Good,1,1,1.0,1.0
CLM34531,POL11392,2019-07-21,2019-07-21,Collision,Low,True,False,1337,1154.0,Minor,2019-10-05,settled,0,76.0,1337.0,7.198931240688173,1154.0,7.051855622955894,CUST21392,42,Male,Student,Leeds,11037,24,Coupe,9,Excellent,1,1,1.0,1.0
CLM34532,POL14128,2020-10-23,2020-10-25,Weather,Medium,False,False,6063,5413.0,Moderate,2021-02-12,settled,2,110.0,6063.0,8.710124927322207,5413.0,8.596743470174246,CUST24128,66,Male,Retired,Leeds,12528,48,Sedan,20,Good,0,0,,
CLM34533,POL13646,2020-08-30,2020-09-05,Weather,Low,False,False,6677,5827.0,Moderate,2020-10-10,settled,6,35.0,6677.0,8.8065738205036,5827.0,8.670429167315095,CUST23646,67,Female,Retired,Manchester,10553,46,Coupe,6,Good,0,0,,
CLM34534,POL10428,2024-06-23,2024-06-26,Fire,Low,False,False,12312,11007.0,Minor,2024-08-24,settled,3,59.0,12312.0,9.418410893792872,11007.0,9.306377560173125,CUST20428,43,Male,Employed,Liverpool,14996,24,Hatchback,20,Fair,0,0,,
CLM34535,POL13922,2020-01-20,2020-01-22,Weather,Low,True,False,12841,9533.0,Major,2020-03-08,settled,2,46.0,12841.0,9.460476328353995,9533.0,9.162619635764772,CUST23922,36,Male,Employed,London,6045,14,Sedan,0,Poor,0,0,,
CLM34536,POL11511,2022-12-12,2022-12-18,Collision,Medium,False,False,1850,1539.0,Minor,2023-05-21,settled,6,154.0,1850.0,7.523481312573497,1539.0,7.3395376954076745,CUST21511,56,Female,Unemployed,Birmingham,10435,37,SUV,17,Good,0,0,,
CLM34537,POL12637,2019-03-04,2019-03-04,Collision,Medium,False,False,13560,12541.0,Major,2019-05-19,settled,0,76.0,13560.0,9.514953305087944,12541.0,9.436838291102966,CUST22637,55,Female,Employed,Newcastle,11291,35,SUV,14,Good,0,0,,
CLM34538,POL13439,2023-07-10,2023-07-12,Other,Low,False,False,2193,1690.0,Minor,2023-08-11,settled,2,30.0,2193.0,7.693481640835175,1690.0,7.43307534889858,CUST23439,38,Male,Employed,Newcastle,9100,17,Van,8,Poor,0,0,,
CLM34539,POL13177,2021-11-05,2021-11-07,Other,Low,False,False,3536,2523.0,Minor,2022-02-05,settled,2,90.0,3536.0,8.17103418920548,2523.0,7.8336002236611035,CUST23177,44,Female,Employed,London,10894,23,SUV,11,Good,1,1,1.0,1.0
CLM34540,POL12919,2024-12-15,2024-12-15,Collision,Medium,False,False,56918,55769.0,Severe,2025-04-15,settled,0,121.0,56918.0,10.949384483532244,55769.0,10.9289913693836,CUST22919,31,Male,Employed,Cardiff,3892,10,Sedan,2,Excellent,2,1,1.0,1.0
